Gene stable ID,Gene name,NCBI gene ID,UniProtKB/Swiss-Prot ID,RefSeq peptide ID
ENSMUSG00000021365,Nedd9,18003,,
ENSMUSG00000026580,Selp,20344,Q01102,NP_035477
ENSMUSG00000002808,Epdr1,105298,Q99M71,NP_598826
ENSMUSG00000027787,Nmd3,97112,Q99L48,NP_598548
ENSMUSG00000027285,Haus2,66296,,
ENSMUSG00000025993,Slc40a1,53945,Q9JHI9,NP_058613
ENSMUSG00000002808,Epdr1,105298,,
ENSMUSG00000002808,Epdr1,105298,Q99M71,
ENSMUSG00000026580,Selp,20344,,
ENSMUSG00000021557,Agtpbp1,67269,Q641K1,NP_001271147
ENSMUSG00000034863,Ano8,382014,Q6PB70,NP_001158151
ENSMUSG00000027787,Nmd3,97112,,
ENSMUSG00000027787,Nmd3,97112,,
ENSMUSG00000016181,Utp25,215193,,
ENSMUSG00000021557,Agtpbp1,67269,,
ENSMUSG00000034863,Ano8,382014,,
ENSMUSG00000025993,Slc40a1,53945,,
ENSMUSG00000027787,Nmd3,97112,,
ENSMUSG00000000093,Tbx2,21385,Q60707,NP_033350
ENSMUSG00000025993,Slc40a1,53945,,
ENSMUSG00000020697,Lig3,16882,,NP_034846
ENSMUSG00000020697,Lig3,16882,,NP_001278174
ENSMUSG00000025993,Slc40a1,53945,,
ENSMUSG00000041229,Phf8,320595,Q80TJ7,
ENSMUSG00000020697,Lig3,16882,,
ENSMUSG00000041229,Phf8,320595,,
ENSMUSG00000042129,Rassf4,213391,Q8CB96,NP_835146
ENSMUSG00000020697,Lig3,16882,,NP_001278175
ENSMUSG00000020697,Lig3,16882,,NP_001278176
ENSMUSG00000016181,Utp25,215193,,
ENSMUSG00000042129,Rassf4,213391,Q8CB96,
ENSMUSG00000003662,Ciao1,26371,Q99KN2,NP_079572
ENSMUSG00000020697,Lig3,16882,,
ENSMUSG00000021557,Agtpbp1,67269,,
ENSMUSG00000061816,Myl1,17901,,
ENSMUSG00000020697,Lig3,16882,,
ENSMUSG00000037621,Atoh8,71093,,
ENSMUSG00000024235,Map3k8,26410,Q07174,NP_031772
ENSMUSG00000020697,Lig3,16882,,
ENSMUSG00000003662,Ciao1,26371,,
ENSMUSG00000027285,Haus2,66296,Q9CQS9,NP_001277737
ENSMUSG00000027285,Haus2,66296,Q9CQS9,NP_079751
ENSMUSG00000031150,Ccdc120,54648,A2AEV7,NP_997085
ENSMUSG00000037621,Atoh8,71093,Q99NA2,NP_722473
ENSMUSG00000019132,BC005537,79555,Q99LU8,NP_077793
ENSMUSG00000027285,Haus2,66296,Q9CQS9,NP_001277736
ENSMUSG00000003662,Ciao1,26371,,
ENSMUSG00000031150,Ccdc120,54648,,
ENSMUSG00000003662,Ciao1,26371,,
ENSMUSG00000019132,BC005537,79555,,
ENSMUSG00000024235,Map3k8,26410,,
ENSMUSG00000041229,Phf8,320595,Q80TJ7,
ENSMUSG00000006930,Hap1,15114,O35668,NP_817090
ENSMUSG00000042129,Rassf4,213391,,
ENSMUSG00000031150,Ccdc120,54648,,
ENSMUSG00000041229,Phf8,320595,,
ENSMUSG00000021557,Agtpbp1,67269,,
ENSMUSG00000042129,Rassf4,213391,,
ENSMUSG00000068392,Rnase13,497071,Q5GAM7,NP_001011687
ENSMUSG00000022686,B3gnt5,108105,Q8BGY6,NP_001152880
ENSMUSG00000041229,Phf8,320595,,
ENSMUSG00000006930,Hap1,15114,O35668,NP_034534
ENSMUSG00000051276,Actrt2,73353,Q9D9L5,NP_082789
ENSMUSG00000079113,Gm7861,665956,,NP_001170997
ENSMUSG00000041229,Phf8,320595,Q80TJ7,NP_796175
ENSMUSG00000021557,Agtpbp1,67269,,
ENSMUSG00000006930,Hap1,15114,,
ENSMUSG00000006930,Hap1,15114,,
ENSMUSG00000041229,Phf8,320595,Q80TJ7,NP_001106825
ENSMUSG00000006930,Hap1,15114,,
ENSMUSG00000039531,Zup1,72580,Q3T9Z9,NP_001346384
ENSMUSG00000043461,Sptssb,66183,Q925E8,NP_001273888
ENSMUSG00000043461,Sptssb,66183,Q925E8,NP_598436
ENSMUSG00000028403,Zdhhc21,68268,Q9D270,NP_080923
ENSMUSG00000020697,Lig3,16882,,
ENSMUSG00000066268,Olfr586,259115,,
ENSMUSG00000021557,Agtpbp1,67269,,
ENSMUSG00000022432,Smc1b,140557,Q920F6,NP_536718
ENSMUSG00000050069,Grem2,23893,O88273,NP_035955
ENSMUSG00000015787,Abo,80908,,
ENSMUSG00000066268,Olfr586,259115,,
ENSMUSG00000022432,Smc1b,140557,,
ENSMUSG00000028403,Zdhhc21,68268,,
ENSMUSG00000039531,Zup1,72580,Q3T9Z9,
ENSMUSG00000066268,Olfr586,259115,,
ENSMUSG00000043461,Sptssb,66183,Q925E8,NP_001157682
ENSMUSG00000026579,F5,14067,O88783,NP_032002
ENSMUSG00000015787,Abo,80908,P38649,NP_001277373
ENSMUSG00000015787,Abo,80908,P38649,NP_109643
ENSMUSG00000028403,Zdhhc21,68268,Q9D270,
ENSMUSG00000024909,Efemp2,58859,Q9WVJ9,
ENSMUSG00000039531,Zup1,72580,,NP_001346385
ENSMUSG00000066268,Olfr586,259115,,NP_667322
ENSMUSG00000024909,Efemp2,58859,,
ENSMUSG00000022686,B3gnt5,108105,Q8BGY6,NP_473393
ENSMUSG00000039531,Zup1,72580,Q3T9Z9,
ENSMUSG00000028403,Zdhhc21,68268,,
ENSMUSG00000074247,Dda1,66498,Q9D9Z5,NP_001281188
ENSMUSG00000074247,Dda1,66498,Q9D9Z5,NP_079876
ENSMUSG00000020697,Lig3,16882,,
ENSMUSG00000053030,Spink2,69982,,NP_001276697
ENSMUSG00000024909,Efemp2,58859,,
ENSMUSG00000016181,Utp25,215193,,NP_001355747
ENSMUSG00000016181,Utp25,215193,,NP_663390
ENSMUSG00000039531,Zup1,72580,,
ENSMUSG00000019942,Cdk1,12534,P11440,NP_031685
ENSMUSG00000021557,Agtpbp1,67269,,
ENSMUSG00000019942,Cdk1,12534,P11440,
ENSMUSG00000016181,Utp25,215193,,
ENSMUSG00000011751,Sptbn4,80297,,NP_001186164
ENSMUSG00000028403,Zdhhc21,68268,,
ENSMUSG00000032899,Styk1,243659,Q6J9G1,NP_766479
ENSMUSG00000039531,Zup1,72580,Q3T9Z9,NP_082563
ENSMUSG00000011751,Sptbn4,80297,,NP_001186163
ENSMUSG00000032899,Styk1,243659,Q6J9G1,
ENSMUSG00000039531,Zup1,72580,,
ENSMUSG00000024909,Efemp2,58859,Q9WVJ9,NP_067449
ENSMUSG00000021557,Agtpbp1,67269,,
ENSMUSG00000052632,Asap2,211914,,NP_001128664
ENSMUSG00000053030,Spink2,69982,Q8BMY7,NP_899107
ENSMUSG00000061816,Myl1,17901,P05977,NP_067260
ENSMUSG00000019942,Cdk1,12534,,
ENSMUSG00000011751,Sptbn4,80297,,NP_001186165
ENSMUSG00000016181,Utp25,215193,,
ENSMUSG00000053030,Spink2,69982,,NP_001276693
ENSMUSG00000053030,Spink2,69982,,NP_001276696
ENSMUSG00000039531,Zup1,72580,,
ENSMUSG00000091539,Vmn1r238,100312476,,NP_001161011
ENSMUSG00000015149,Sirt2,64383,Q8VDQ8,NP_001116237
ENSMUSG00000097789,Gm2115,,A0A1B0GST9,
ENSMUSG00000052632,Asap2,211914,Q7SIG6,NP_001091637
ENSMUSG00000021557,Agtpbp1,67269,,
ENSMUSG00000061816,Myl1,17901,P05977,NP_001106858
ENSMUSG00000052632,Asap2,211914,Q7SIG6,
ENSMUSG00000031138,F9,14071,P16294,NP_001292726
ENSMUSG00000031138,F9,14071,P16294,NP_032005
ENSMUSG00000044362,Ccdc89,70054,Q9DA73,NP_081574
ENSMUSG00000024909,Efemp2,58859,,
ENSMUSG00000024909,Efemp2,58859,,
ENSMUSG00000036962,Cfap221,226356,A9Q751,
ENSMUSG00000022686,B3gnt5,108105,Q8BGY6,
ENSMUSG00000036962,Cfap221,226356,,
ENSMUSG00000021557,Agtpbp1,67269,,
ENSMUSG00000061816,Myl1,17901,,
ENSMUSG00000097972,Scgb2b15,624439,,NP_001268452
ENSMUSG00000097972,Scgb2b15,624584,,NP_001268452
ENSMUSG00000069785,Gm11444,,,
ENSMUSG00000038077,Kcna6,16494,Q61923,
ENSMUSG00000036962,Cfap221,226356,A9Q751,NP_001108546
ENSMUSG00000061816,Myl1,17901,,
ENSMUSG00000024909,Efemp2,58859,,
ENSMUSG00000097972,Scgb2b15,624439,,
ENSMUSG00000097972,Scgb2b15,624584,,
ENSMUSG00000028314,Toporsl,68274,,NP_080928
ENSMUSG00000015149,Sirt2,64383,Q8VDQ8,NP_071877
ENSMUSG00000038077,Kcna6,16494,Q61923,
ENSMUSG00000025782,Taf3,209361,,
ENSMUSG00000024909,Efemp2,58859,,NP_001157824
ENSMUSG00000028314,Toporsl,68274,,NP_001343222
ENSMUSG00000101232,Scgb1b15,102637163,,
ENSMUSG00000022686,B3gnt5,108105,Q8BGY6,NP_001152879
ENSMUSG00000034850,Tmem127,69470,Q8BGP5,NP_780354
ENSMUSG00000094502,Ighv1-69,,,
ENSMUSG00000021557,Agtpbp1,67269,,
ENSMUSG00000094502,Ighv1-69,,,
ENSMUSG00000034850,Tmem127,69470,,
ENSMUSG00000052632,Asap2,211914,,NP_001004364
ENSMUSG00000038077,Kcna6,16494,Q61923,NP_038596
ENSMUSG00000024909,Efemp2,58859,,
ENSMUSG00000048456,Olfr1448,258696,,
ENSMUSG00000015149,Sirt2,64383,Q8VDQ8,NP_001116238
ENSMUSG00000076731,Ighv8-12,,,
ENSMUSG00000048456,Olfr1448,258696,,
ENSMUSG00000076731,Ighv8-12,,,
ENSMUSG00000034850,Tmem127,69470,,NP_001349633
ENSMUSG00000024909,Efemp2,58859,,
ENSMUSG00000024913,Lrp5,16973,Q91VN0,NP_032539
ENSMUSG00000015149,Sirt2,64383,,
ENSMUSG00000020428,Gabra6,14399,P16305,NP_032094
ENSMUSG00000048456,Olfr1448,258696,,
ENSMUSG00000020173,Cobl,12808,Q5NBX1,
ENSMUSG00000024909,Efemp2,58859,,
ENSMUSG00000024909,Efemp2,58859,,
ENSMUSG00000048456,Olfr1448,258696,,NP_666912
ENSMUSG00000053580,Tanc2,77097,,
ENSMUSG00000024909,Efemp2,58859,,
ENSMUSG00000075140,Olfr73,117004,,
ENSMUSG00000024909,Efemp2,58859,,
ENSMUSG00000075140,Olfr73,117004,,NP_473431
ENSMUSG00000012443,Kif11,16551,Q6P9P6,NP_034745
ENSMUSG00000031170,Slc38a5,209837,Q3U1J0,
ENSMUSG00000047286,Olfr370,258267,,
ENSMUSG00000066007,Zfp600,667666,,NP_001171016
ENSMUSG00000066007,Zfp600,667666,,
ENSMUSG00000066007,Zfp600,667666,,NP_001171017
ENSMUSG00000020173,Cobl,12808,Q5NBX1,NP_766084
ENSMUSG00000020428,Gabra6,14399,P16305,NP_001093111
ENSMUSG00000031170,Slc38a5,209837,Q3U1J0,NP_766067
ENSMUSG00000028861,Mrps15,66407,Q9DC71,NP_079820
ENSMUSG00000025782,Taf3,209361,Q5HZG4,NP_082024
ENSMUSG00000020428,Gabra6,14399,P16305,NP_001345978
ENSMUSG00000024913,Lrp5,16973,,
ENSMUSG00000028533,Izumo3,69314,,
ENSMUSG00000020173,Cobl,12808,,NP_001269923
ENSMUSG00000031170,Slc38a5,209837,Q3U1J0,
ENSMUSG00000047286,Olfr370,258267,,
ENSMUSG00000060510,Zfp266,77519,,NP_001128491
ENSMUSG00000060510,Zfp266,77519,,NP_001075954
ENSMUSG00000024913,Lrp5,16973,,
ENSMUSG00000020173,Cobl,12808,,NP_001269922
ENSMUSG00000024913,Lrp5,16973,,
ENSMUSG00000046410,Kcnk6,52150,,NP_001028697
ENSMUSG00000028533,Izumo3,69314,A6PWV3,NP_081310
ENSMUSG00000060510,Zfp266,77519,,
ENSMUSG00000025782,Taf3,209361,,
ENSMUSG00000046637,Ttc34,242800,,
ENSMUSG00000043411,Usp48,170707,Q3V0C5,NP_570949
ENSMUSG00000060510,Zfp266,77519,,
ENSMUSG00000020173,Cobl,12808,,
ENSMUSG00000025782,Taf3,209361,,
ENSMUSG00000020173,Cobl,12808,,
ENSMUSG00000053216,Btn2a2,238555,,
ENSMUSG00000075012,Fjx1,14221,Q8BQB4,NP_034348
ENSMUSG00000046637,Ttc34,242800,Q8C0Q3,NP_766466
ENSMUSG00000046637,Ttc34,242800,Q8C0Q3,NP_766466
ENSMUSG00000011751,Sptbn4,80297,,NP_115999
ENSMUSG00000043411,Usp48,170707,,NP_001334156
ENSMUSG00000043411,Usp48,170707,,NP_001342517
ENSMUSG00000060510,Zfp266,77519,,
ENSMUSG00000047603,Zfp235,56525,,
ENSMUSG00000020173,Cobl,12808,,
ENSMUSG00000047286,Olfr370,258267,,NP_666382
ENSMUSG00000053216,Btn2a2,238555,A4QPC6,NP_787952
ENSMUSG00000073293,Nudt10,102954,P0C027,NP_001026834
ENSMUSG00000073293,Nudt10,102954,P0C028,NP_001026834
ENSMUSG00000043411,Usp48,170707,,
ENSMUSG00000054162,Spock3,72902,Q8BKV0,NP_001239550
ENSMUSG00000043411,Usp48,170707,,
ENSMUSG00000040969,Arhgef38,77669,Q80VK6,NP_001355681
ENSMUSG00000053216,Btn2a2,238555,,NP_001276543
ENSMUSG00000038192,Cer1,12622,O55233,NP_034017
ENSMUSG00000051896,Tex37,74221,Q9DAG4,NP_001342695
ENSMUSG00000051896,Tex37,74221,Q9DAG4,NP_083101
ENSMUSG00000047603,Zfp235,56525,,NP_064325
ENSMUSG00000043411,Usp48,170707,,
ENSMUSG00000009555,Cdk9,107951,Q99J95,NP_570930
ENSMUSG00000075139,Olfr1162,258105,,
ENSMUSG00000053216,Btn2a2,238555,A4QPC6,NP_001276544
ENSMUSG00000040969,Arhgef38,77669,Q80VK6,NP_084229
ENSMUSG00000013593,Ndufs2,226646,Q91WD5,NP_694704
ENSMUSG00000020173,Cobl,12808,,
ENSMUSG00000075139,Olfr1162,258105,,NP_001011835
ENSMUSG00000043411,Usp48,170707,,
ENSMUSG00000009555,Cdk9,107951,Q99J95,
ENSMUSG00000040969,Arhgef38,77669,,
ENSMUSG00000036463,4930544G11Rik,67653,,NP_001155245
ENSMUSG00000009555,Cdk9,107951,,
ENSMUSG00000040969,Arhgef38,77669,,
ENSMUSG00000043411,Usp48,170707,,
ENSMUSG00000000631,Myo18a,360013,Q9JMH9,
ENSMUSG00000066107,Gm12666,,,
ENSMUSG00000043411,Usp48,170707,,
ENSMUSG00000011751,Sptbn4,80297,,
ENSMUSG00000043411,Usp48,170707,,
ENSMUSG00000020475,Pgam2,56012,O70250,NP_061358
ENSMUSG00000009555,Cdk9,107951,,
ENSMUSG00000074247,Dda1,66498,,
ENSMUSG00000000631,Myo18a,360013,,
ENSMUSG00000054162,Spock3,72902,Q8BKV0,NP_001239549
ENSMUSG00000024790,Sac3d1,66406,,NP_598439
ENSMUSG00000000290,Itgb2,16414,,NP_032430
ENSMUSG00000009555,Cdk9,107951,,
ENSMUSG00000043411,Usp48,170707,,
ENSMUSG00000000631,Myo18a,360013,Q9JMH9,
ENSMUSG00000013593,Ndufs2,226646,,
ENSMUSG00000043411,Usp48,170707,,
ENSMUSG00000035517,Tdrd7,100121,,NP_001277404
ENSMUSG00000011751,Sptbn4,80297,,
ENSMUSG00000000631,Myo18a,360013,Q9JMH9,
ENSMUSG00000000290,Itgb2,16414,,
ENSMUSG00000043411,Usp48,170707,,
ENSMUSG00000055874,Foxi3,232077,,
ENSMUSG00000062352,Itgb1bp1,16413,O35671,NP_001342538
ENSMUSG00000042520,Ubap2l,74383,,NP_705693
ENSMUSG00000030595,Nfkbib,18036,Q60778,NP_035038
ENSMUSG00000055874,Foxi3,232077,,NP_001094934
ENSMUSG00000043411,Usp48,170707,,
ENSMUSG00000000631,Myo18a,360013,,NP_001278142
ENSMUSG00000000290,Itgb2,16414,,
ENSMUSG00000035517,Tdrd7,100121,Q8K1H1,NP_001342118
ENSMUSG00000035517,Tdrd7,100121,Q8K1H1,NP_666254
ENSMUSG00000013593,Ndufs2,226646,,
ENSMUSG00000062352,Itgb1bp1,16413,O35671,NP_001342538
ENSMUSG00000062352,Itgb1bp1,16413,O35671,NP_032429
ENSMUSG00000025393,Atp5b,11947,P56480,NP_058054
ENSMUSG00000066324,Impad1,242291,Q80V26,NP_808398
ENSMUSG00000101157,Gm20905,100861691,,
ENSMUSG00000101157,Gm20905,108168510,,
ENSMUSG00000029059,Prxl2b,66469,Q9DB60,NP_079858
ENSMUSG00000013593,Ndufs2,226646,,
ENSMUSG00000030595,Nfkbib,18036,Q60778,NP_001293151
ENSMUSG00000062352,Itgb1bp1,16413,O35671,NP_001342538
ENSMUSG00000030595,Nfkbib,18036,,
ENSMUSG00000029059,Prxl2b,66469,,
ENSMUSG00000000290,Itgb2,16414,,
ENSMUSG00000024986,Hhex,15242,P43120,NP_032271
ENSMUSG00000000631,Myo18a,360013,,NP_001278141
ENSMUSG00000095191,Gm5725,435940,,NP_001160183
ENSMUSG00000000290,Itgb2,16414,,
ENSMUSG00000062352,Itgb1bp1,16413,,
ENSMUSG00000000631,Myo18a,360013,Q9JMH9,
ENSMUSG00000054162,Spock3,72902,Q8BKV0,NP_001348847
ENSMUSG00000054162,Spock3,72902,Q8BKV0,NP_076178
ENSMUSG00000062352,Itgb1bp1,16413,,
ENSMUSG00000096257,Ccer2,100504112,,NP_001182020
ENSMUSG00000024986,Hhex,15242,,
ENSMUSG00000000631,Myo18a,360013,,NP_001278143
ENSMUSG00000034648,Lrrn1,16979,Q61809,NP_032542
ENSMUSG00000026878,Rab14,68365,Q91V41,NP_080973
ENSMUSG00000000631,Myo18a,360013,,
ENSMUSG00000042520,Ubap2l,74383,Q80X50,NP_082751
ENSMUSG00000031118,1700080O16Rik,74279,,NP_083127
ENSMUSG00000000631,Myo18a,360013,Q9JMH9,
ENSMUSG00000000631,Myo18a,360013,,NP_001278144
ENSMUSG00000095754,Spin2f,108168466,,
ENSMUSG00000074247,Dda1,66498,,NP_001281187
ENSMUSG00000031118,1700080O16Rik,74279,,
ENSMUSG00000054162,Spock3,72902,Q8BKV0,
ENSMUSG00000095754,Spin2f,108168466,,
ENSMUSG00000024906,Mus81,71711,,
ENSMUSG00000000631,Myo18a,360013,Q9JMH9,
ENSMUSG00000095754,Spin2f,108168466,,
ENSMUSG00000041014,Nrg3,18183,O35181,NP_001177116
ENSMUSG00000041014,Nrg3,18183,O35181,NP_032760
ENSMUSG00000053580,Tanc2,77097,A2A690,NP_851416
ENSMUSG00000000631,Myo18a,360013,Q9JMH9,
ENSMUSG00000020873,Slc35b1,110172,P97858,NP_058032
ENSMUSG00000118441,Btbd35f26,100040458,,
ENSMUSG00000042520,Ubap2l,74383,Q80X50,NP_001159455
ENSMUSG00000041014,Nrg3,18183,,NP_001177117
ENSMUSG00000000631,Myo18a,360013,,
ENSMUSG00000020873,Slc35b1,110172,,
ENSMUSG00000042520,Ubap2l,74383,Q80X50,NP_001159456
ENSMUSG00000053580,Tanc2,77097,,
ENSMUSG00000041014,Nrg3,18183,,
ENSMUSG00000042520,Ubap2l,74383,,
ENSMUSG00000053580,Tanc2,77097,,
ENSMUSG00000030889,Vwa3a,233813,,
ENSMUSG00000042520,Ubap2l,74383,,NP_001159460
ENSMUSG00000042520,Ubap2l,74383,,NP_001159459
ENSMUSG00000053580,Tanc2,77097,,
ENSMUSG00000053580,Tanc2,77097,,
ENSMUSG00000042520,Ubap2l,74383,,
ENSMUSG00000026878,Rab14,68365,,
ENSMUSG00000026878,Rab14,68365,,
ENSMUSG00000050103,Agmo,319660,Q8BS35,NP_848882
ENSMUSG00000000631,Myo18a,360013,,
ENSMUSG00000095239,Olfr497,258733,Q8VG08,
ENSMUSG00000028637,Ccdc30,73332,,NP_083562
ENSMUSG00000050103,Agmo,319660,,
ENSMUSG00000095239,Olfr497,258733,Q8VG08,NP_666949
ENSMUSG00000070564,Ntn5,243967,,NP_001276622
ENSMUSG00000000631,Myo18a,360013,Q9JMH9,NP_035716
ENSMUSG00000118465,CT867961.1,100040448,,
ENSMUSG00000020873,Slc35b1,110172,,NP_001344726
ENSMUSG00000000631,Myo18a,360013,,
ENSMUSG00000024906,Mus81,71711,Q91ZJ0,NP_082153
ENSMUSG00000050103,Agmo,319660,Q8BS35,
ENSMUSG00000042520,Ubap2l,74383,Q80X50,NP_001159457
ENSMUSG00000069804,Gm10277,,,
ENSMUSG00000050103,Agmo,319660,Q8BS35,
ENSMUSG00000042520,Ubap2l,74383,Q80X50,NP_001159458
ENSMUSG00000000399,Ndufa9,66108,Q9DC69,NP_079634
ENSMUSG00000096679,Olfr498,258304,,NP_666419
ENSMUSG00000006403,Adamts4,240913,Q8BNJ2,
ENSMUSG00000029249,Rest,19712,Q8VIG1,NP_035393
ENSMUSG00000096337,Gm13694,,,
ENSMUSG00000000399,Ndufa9,66108,,
ENSMUSG00000006403,Adamts4,240913,,
ENSMUSG00000032198,Dock6,319899,,NP_796004
ENSMUSG00000029763,Exoc4,20336,O35382,NP_033174
ENSMUSG00000096337,Gm13694,,,
ENSMUSG00000029249,Rest,19712,Q8VIG1,
ENSMUSG00000070564,Ntn5,243967,Q3UQ22,NP_001028528
ENSMUSG00000006403,Adamts4,240913,,NP_766433
ENSMUSG00000006403,Adamts4,240913,,NP_766433
ENSMUSG00000003575,Crtc1,382056,Q68ED7,NP_001004062
ENSMUSG00000095824,Gm13697,,,
ENSMUSG00000070564,Ntn5,243967,,NP_001276621
ENSMUSG00000095824,Gm13697,,,
ENSMUSG00000024870,Rab1b,76308,Q9D1G1,NP_083852
ENSMUSG00000024827,Gldc,104174,Q91W43,NP_613061
ENSMUSG00000096645,Spin2e,546176,,
ENSMUSG00000096645,Spin2e,100862088,,
ENSMUSG00000096645,Spin2e,100862118,,
ENSMUSG00000079247,Gm13691,,,
ENSMUSG00000096645,Spin2e,546176,,
ENSMUSG00000096645,Spin2e,100862088,,
ENSMUSG00000096645,Spin2e,100862118,,
ENSMUSG00000096645,Spin2e,546176,,
ENSMUSG00000096645,Spin2e,100862088,,
ENSMUSG00000096645,Spin2e,100862118,,
ENSMUSG00000024870,Rab1b,76308,,
ENSMUSG00000040364,Sec1,56546,,NP_001258507
ENSMUSG00000024870,Rab1b,76308,,
ENSMUSG00000024870,Rab1b,76308,,
ENSMUSG00000032198,Dock6,319899,,
ENSMUSG00000024906,Mus81,71711,,
ENSMUSG00000036285,Noa1,56412,Q9JJG9,NP_062810
ENSMUSG00000032198,Dock6,319899,Q8VDR9,
ENSMUSG00000029763,Exoc4,20336,,NP_001334018
ENSMUSG00000066148,Prpf4,70052,Q9DAW6,NP_081573
ENSMUSG00000024906,Mus81,71711,,
ENSMUSG00000042520,Ubap2l,74383,,
ENSMUSG00000022440,C1qtnf6,72709,Q6IR41,NP_082607
ENSMUSG00000042520,Ubap2l,74383,,
ENSMUSG00000032198,Dock6,319899,,
ENSMUSG00000042520,Ubap2l,74383,,
ENSMUSG00000022440,C1qtnf6,72709,,NP_001191082
ENSMUSG00000022440,C1qtnf6,72709,,NP_001191081
ENSMUSG00000042520,Ubap2l,74383,,
ENSMUSG00000024906,Mus81,71711,,
ENSMUSG00000029763,Exoc4,20336,,
ENSMUSG00000022440,C1qtnf6,72709,,
ENSMUSG00000059995,Atxn7l3,217218,,
ENSMUSG00000028637,Ccdc30,73332,,NP_001257375
ENSMUSG00000061535,C1qtnf7,109323,,NP_001128644
ENSMUSG00000046652,Tas2r143,387514,Q7TQB9,NP_001001452
ENSMUSG00000030889,Vwa3a,233813,Q3UVV9,
ENSMUSG00000061535,C1qtnf7,109323,,
ENSMUSG00000005952,Trpv1,193034,Q704Y3,NP_001001445
ENSMUSG00000027160,Ccdc34,68201,Q3UI66,NP_080889
ENSMUSG00000030889,Vwa3a,233813,Q3UVV9,
ENSMUSG00000036242,Armh4,67419,Q8BT18,NP_080418
ENSMUSG00000032633,Flcn,216805,Q8QZS3,NP_001258285
ENSMUSG00000032633,Flcn,216805,Q8QZS3,NP_666130
ENSMUSG00000027160,Ccdc34,68201,,
ENSMUSG00000049498,Olfr1449,258300,,
ENSMUSG00000021743,Fezf2,54713,Q9ESP5,
ENSMUSG00000061535,C1qtnf7,109323,Q8BVD7,NP_780634
ENSMUSG00000030889,Vwa3a,233813,,
ENSMUSG00000036242,Armh4,67419,,NP_001345173
ENSMUSG00000049498,Olfr1449,258300,,
ENSMUSG00000036275,9530068E07Rik,213673,,
ENSMUSG00000049498,Olfr1449,258300,,
ENSMUSG00000030889,Vwa3a,233813,,
ENSMUSG00000043122,A530016L24Rik,319942,,NP_796013
ENSMUSG00000025930,Msc,17681,O88940,NP_034957
ENSMUSG00000030889,Vwa3a,233813,,
ENSMUSG00000049498,Olfr1449,258300,,NP_666415
ENSMUSG00000027160,Ccdc34,68201,,NP_001342510
ENSMUSG00000043122,A530016L24Rik,319942,,
ENSMUSG00000005952,Trpv1,193034,,
ENSMUSG00000110204,Olfr501-ps1,,,
ENSMUSG00000006024,Napa,108124,Q9DB05,NP_080174
ENSMUSG00000025930,Msc,17681,,
ENSMUSG00000030889,Vwa3a,233813,Q3UVV9,NP_808365
ENSMUSG00000036275,9530068E07Rik,213673,Q8K201,NP_694757
ENSMUSG00000021743,Fezf2,54713,Q9ESP5,NP_536681
ENSMUSG00000006024,Napa,108124,,
ENSMUSG00000053929,Cyhr1,54151,Q9QXA1,NP_062269
ENSMUSG00000032633,Flcn,216805,Q8QZS3,NP_001258286
ENSMUSG00000021743,Fezf2,54713,,
ENSMUSG00000053929,Cyhr1,54151,,NP_001263250
ENSMUSG00000005952,Trpv1,193034,,
ENSMUSG00000005952,Trpv1,193034,,
ENSMUSG00000027746,Ufm1,67890,P61961,NP_080711
ENSMUSG00000032633,Flcn,216805,,
ENSMUSG00000053929,Cyhr1,54151,,
ENSMUSG00000022231,Sema5a,20356,,NP_033180
ENSMUSG00000053929,Cyhr1,54151,Q9QXA1,NP_001263264
ENSMUSG00000053929,Cyhr1,54151,Q9QXA1,NP_001263263
ENSMUSG00000053929,Cyhr1,54151,Q9QXA1,NP_001263262
ENSMUSG00000027746,Ufm1,67890,,
ENSMUSG00000074277,Phldb3,232970,,
ENSMUSG00000027746,Ufm1,67890,,
ENSMUSG00000040459,Arglu1,234023,Q3UL36,NP_789819
ENSMUSG00000118431,Btbd35f25,100862274,,
ENSMUSG00000053929,Cyhr1,54151,Q9QXA1,NP_851293
ENSMUSG00000095770,Gm21637,74851,,NP_083382
ENSMUSG00000095770,Gm21637,100862314,,NP_083382
ENSMUSG00000095770,Gm21637,74851,,NP_001257614
ENSMUSG00000095770,Gm21637,100862314,,NP_001257614
ENSMUSG00000053929,Cyhr1,54151,Q9QXA1,NP_001263251
ENSMUSG00000020447,Npc1l1,237636,,NP_997125
ENSMUSG00000040459,Arglu1,234023,,
ENSMUSG00000074277,Phldb3,232970,,NP_001096083
ENSMUSG00000027944,Hax1,23897,O35387,NP_035956
ENSMUSG00000059995,Atxn7l3,217218,,
ENSMUSG00000027944,Hax1,23897,,
ENSMUSG00000059995,Atxn7l3,217218,A2AWT3,
ENSMUSG00000056203,Tas2r135,387512,,NP_954610
ENSMUSG00000058014,Olfr502,258734,Q8VG09,
ENSMUSG00000096858,Olfr805,258548,,
ENSMUSG00000030189,Ybx3,56449,Q9JKB3,NP_620817
ENSMUSG00000027944,Hax1,23897,,
ENSMUSG00000058014,Olfr502,258734,Q8VG09,NP_666950
ENSMUSG00000019913,Sim1,20464,,
ENSMUSG00000096858,Olfr805,258548,,
ENSMUSG00000027944,Hax1,23897,,NP_001268961
ENSMUSG00000020474,Polm,54125,,
ENSMUSG00000059995,Atxn7l3,217218,A2AWT3,NP_001092307
